,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
15621,P009676,South Asia,Republic of India,Closed,,Education Project,,,,http://projects.worldbank.org/P009676/null?lang=en,1972-10-24T00:00:00Z,1982-12-31,,12000000,0,12000000,12000000,,,Sector Investment and Maintenance Loan,,,Tertiary Education,,,,
15622,P009675,South Asia,Republic of India,Closed,,Industrial Credit Project (10),,,,http://projects.worldbank.org/P009675/null?lang=en,1973-06-07T00:00:00Z,1978-12-31,,70000000,70000000,0,70000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15623,P009674,South Asia,Republic of India,Closed,,Industrial Development Bank of India Credit Project,,,,http://projects.worldbank.org/P009674/null?lang=en,1973-01-09T00:00:00Z,1979-09-30,,25000000,0,25000000,25000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15624,P009673,South Asia,Republic of India,Closed,,Telecommunications Project (05),,,,http://projects.worldbank.org/P009673/null?lang=en,1973-06-19T00:00:00Z,1978-12-31,,80000000,0,80000000,80000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15625,P009672,South Asia,Republic of India,Closed,,Mysore Agricultural Wholesale Markets Project,,,,http://projects.worldbank.org/P009672/null?lang=en,1973-03-27T00:00:00Z,1981-06-30,,8000000,0,8000000,8000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15626,P009671,South Asia,Republic of India,Closed,,Uttar Pradesh Agricultural Credit Project,,,,http://projects.worldbank.org/P009671/null?lang=en,1973-05-24T00:00:00Z,1977-12-31,,38000000,0,38000000,38000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15627,P009670,South Asia,Republic of India,Closed,,Madhya Pradesh Agricultural Credit Project,,,,http://projects.worldbank.org/P009670/null?lang=en,1973-05-24T00:00:00Z,1977-12-31,,33000000,0,33000000,33000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15628,P009669,South Asia,Republic of India,Closed,,Railway Project (11),,,,http://projects.worldbank.org/P009669/null?lang=en,1972-01-11T00:00:00Z,1974-09-30,,75000000,0,75000000,75000000,,,Specific Investment Loan,,,Railways,,,,
15629,P009668,South Asia,Republic of India,Closed,,Shipping Project,,,,http://projects.worldbank.org/P009668/null?lang=en,,1975-06-30,,83000000,0,83000000,83000000,,,Specific Investment Loan,,,Ports/Waterways,,,,
15630,P009667,South Asia,Republic of India,Closed,,Population Project,,,,http://projects.worldbank.org/P009667/null?lang=en,,1980-06-30,IDA,21200000,0,21200000,21200000,,,Sector Investment and Maintenance Loan,,,"(Historic)Primary health, including reproductive health, child health and health promotion",,,,
15631,P009666,South Asia,Republic of India,Closed,,Industrial Imports Project (07),,,,http://projects.worldbank.org/P009666/null?lang=en,1972-06-08T00:00:00Z,1973-11-30,,75000000,0,75000000,75000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15632,P009665,South Asia,Republic of India,Closed,,Gorakhpur Fertilizer Expansion Project,,,,http://projects.worldbank.org/P009665/null?lang=en,1971-12-21T00:00:00Z,1976-03-31,,10000000,0,10000000,10000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15633,P009664,South Asia,Republic of India,Closed,,Cochin Fertilizer Project (02),,,,http://projects.worldbank.org/P009664/null?lang=en,1971-07-01T00:00:00Z,1977-06-30,,20000000,0,20000000,20000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15634,P009663,South Asia,Republic of India,Closed,,Industrial Credit Project (09),,,,http://projects.worldbank.org/P009663/null?lang=en,1971-10-26T00:00:00Z,1976-12-31,,60000000,60000000,0,60000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15635,P009662,South Asia,Republic of India,Closed,,Bihar Agricultural Market Project,,,,http://projects.worldbank.org/P009662/null?lang=en,1972-02-28T00:00:00Z,1979-12-31,,14000000,0,14000000,14000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15636,P009661,South Asia,Republic of India,Closed,,Wheat Storage Project,,,,http://projects.worldbank.org/P009661/null?lang=en,1971-07-20T00:00:00Z,1979-09-30,,5000000,0,5000000,5000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15637,P009660,South Asia,Republic of India,Closed,,Pochampad Irrigation Project,,,,http://projects.worldbank.org/P009660/null?lang=en,1971-07-06T00:00:00Z,1977-03-31,,39000000,0,39000000,39000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15638,P009659,South Asia,Republic of India,Closed,,Maharastra Agricultural Credit Project,,,,http://projects.worldbank.org/P009659/null?lang=en,1972-02-28T00:00:00Z,1976-06-30,,30000000,0,30000000,30000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15639,P009658,South Asia,Republic of India,Closed,,Mysore Agricultural Credit Project,,,,http://projects.worldbank.org/P009658/null?lang=en,1971-12-21T00:00:00Z,1977-06-30,,40000000,0,40000000,40000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15640,P009657,South Asia,Republic of India,Closed,,Power Transmission Project (02),,,,http://projects.worldbank.org/P009657/null?lang=en,1971-04-27T00:00:00Z,1977-03-31,,75000000,0,75000000,75000000,,,Specific Investment Loan,,,(Historic)Distribution and transmission,,,,
15641,P009656,South Asia,Republic of India,Closed,,Telecommunications Project (04),,,,http://projects.worldbank.org/P009656/null?lang=en,1971-04-27T00:00:00Z,1975-09-30,,78000000,0,78000000,78000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15642,P009655,South Asia,Republic of India,Closed,,Haryana Agricultural Credit Project,,,,http://projects.worldbank.org/P009655/null?lang=en,1971-06-01T00:00:00Z,1977-06-30,,25000000,0,25000000,25000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15643,P009654,South Asia,Republic of India,Closed,,Tamil Nadu Agricultural Credit Project,,,,http://projects.worldbank.org/P009654/null?lang=en,1971-06-01T00:00:00Z,1977-12-31,,35000000,0,35000000,35000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15644,P009653,South Asia,Republic of India,Closed,,Andhra Pradesh Agricultural Credit Project,,,,http://projects.worldbank.org/P009653/null?lang=en,1970-12-15T00:00:00Z,1977-06-30,,24400000,0,24400000,24400000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15645,P009652,South Asia,Republic of India,Closed,,Agricultural Aviation Project,,,,http://projects.worldbank.org/P009652/null?lang=en,1970-10-20T00:00:00Z,1974-12-31,,6000000,0,6000000,6000000,,,Sector Investment and Maintenance Loan,,,(Historic)Other agriculture,,,,
15646,P009651,South Asia,Republic of India,Closed,,Railway Project (10),,,,http://projects.worldbank.org/P009651/null?lang=en,1969-09-23T00:00:00Z,1971-09-30,,55000000,0,55000000,55000000,,,Specific Investment Loan,,,Railways,,,,
15647,P009650,South Asia,Republic of India,Closed,,Industrial Imports Project (06),,,,http://projects.worldbank.org/P009650/null?lang=en,1970-04-24T00:00:00Z,1971-12-31,,75000000,0,75000000,75000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15648,P009649,South Asia,Republic of India,Closed,,Industrial Credit Project (08),,,,http://projects.worldbank.org/P009649/null?lang=en,1970-06-02T00:00:00Z,1974-09-30,,40000000,40000000,0,40000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15649,P009648,South Asia,Republic of India,Closed,,Kadana Irrigation Project,,,,http://projects.worldbank.org/P009648/null?lang=en,1970-02-03T00:00:00Z,1976-09-30,,35000000,0,35000000,35000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15650,P009647,South Asia,Republic of India,Closed,,Punjab Agricultural Credit Project,,,,http://projects.worldbank.org/P009647/null?lang=en,1970-06-11T00:00:00Z,1977-06-30,,27500000,0,27500000,27500000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15651,P009646,South Asia,Republic of India,Closed,,Gujarat Agricultural Credit Project,,,,http://projects.worldbank.org/P009646/null?lang=en,1970-05-01T00:00:00Z,1975-03-31,,35000000,0,35000000,35000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15652,P009645,South Asia,Republic of India,Closed,,Industrial Imports Project (05),,,,http://projects.worldbank.org/P009645/null?lang=en,1969-01-14T00:00:00Z,1970-06-30,,125000000,0,125000000,125000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15653,P009644,South Asia,Republic of India,Closed,,Telecommunications Project (03),,,,http://projects.worldbank.org/P009644/null?lang=en,1969-06-17T00:00:00Z,1973-06-30,,55000000,27500000,27500000,55000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15654,P009643,South Asia,Republic of India,Closed,,Terai Seeds Project,,,,http://projects.worldbank.org/P009643/null?lang=en,1969-06-10T00:00:00Z,1977-12-31,,13000000,13000000,0,13000000,,,Sector Investment and Maintenance Loan,,,(Historic)Annual crops,,,,
15655,P009642,South Asia,Republic of India,Closed,,Industrial Credit Project (07),,,,http://projects.worldbank.org/P009642/null?lang=en,1967-09-19T00:00:00Z,1973-12-31,,25000000,25000000,0,25000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15656,P009641,South Asia,Republic of India,Closed,,Industrial Imports Project (04),,,,http://projects.worldbank.org/P009641/null?lang=en,1966-12-23T00:00:00Z,1969-12-31,,65000000,0,65000000,65000000,,,Structural Adjustment Loan,,,(Historic)Trade policy reform,,,,
15657,P009640,South Asia,Republic of India,Closed,,Industrial Imports Project (03),,,,http://projects.worldbank.org/P009640/null?lang=en,1966-08-19T00:00:00Z,1968-12-31,,150000000,0,150000000,150000000,,,Structural Adjustment Loan,,,(Historic)Trade policy reform,,,,
15658,P009639,South Asia,Republic of India,Closed,,Iron and Steel Project (04),,,,http://projects.worldbank.org/P009639/null?lang=en,1966-07-07T00:00:00Z,1973-06-30,,30000000,30000000,0,30000000,,,Specific Investment Loan,,,(Historic)Other industry,,,,
15659,P009638,South Asia,Republic of India,Closed,,Railways Project (09),,,,http://projects.worldbank.org/P009638/null?lang=en,1966-06-29T00:00:00Z,1968-06-30,,68000000,0,68000000,68000000,,,Specific Investment Loan,,,Railways,,,,
15660,P009637,South Asia,Republic of India,Closed,,Beas Equipment Project,,,,http://projects.worldbank.org/P009637/null?lang=en,1966-06-29T00:00:00Z,1974-06-30,,23000000,0,23000000,23000000,,,Specific Investment Loan,,,(Historic)Hydro,,,,
15661,P009636,South Asia,Republic of India,Closed,,Industrial Imports Project (02),,,,http://projects.worldbank.org/P009636/null?lang=en,1965-08-11T00:00:00Z,1967-06-30,,100000000,0,100000000,100000000,,,Structural Adjustment Loan,,,(Historic)Trade policy reform,,,,
15662,P009635,South Asia,Republic of India,Closed,,Railway Project (08),,,,http://projects.worldbank.org/P009635/null?lang=en,1964-10-26T00:00:00Z,1966-01-31,,62000000,0,62000000,62000000,,,Specific Investment Loan,,,Railways,,,,
15663,P009634,South Asia,Republic of India,Closed,,Kothagudem Power Project,,,,http://projects.worldbank.org/P009634/null?lang=en,1965-06-11T00:00:00Z,1970-12-31,,14000000,14000000,0,14000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15664,P009633,South Asia,Republic of India,Closed,,Power Transmission Project,,,,http://projects.worldbank.org/P009633/null?lang=en,1965-06-11T00:00:00Z,1970-12-31,,70000000,70000000,0,70000000,,,Specific Investment Loan,,,(Historic)Distribution and transmission,,,,
15665,P009632,South Asia,Republic of India,Closed,,Industrial Credit Project (06),,,,http://projects.worldbank.org/P009632/null?lang=en,1965-05-28T00:00:00Z,1973-06-30,,50000000,50000000,0,50000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15666,P009631,South Asia,Republic of India,Closed,,Telecommunications Project (02),,,,http://projects.worldbank.org/P009631/null?lang=en,1964-07-06T00:00:00Z,1967-03-31,,33000000,0,33000000,33000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15667,P009630,South Asia,Republic of India,Closed,,Industrial Import Project,,,,http://projects.worldbank.org/P009630/null?lang=en,1964-06-09T00:00:00Z,1966-06-30,,90000000,0,90000000,90000000,,,Structural Adjustment Loan,,,(Historic)Trade policy reform,,,,
15668,P009629,South Asia,Republic of India,Closed,,Railway Project (07),,,,http://projects.worldbank.org/P009629/null?lang=en,1963-03-22T00:00:00Z,1964-08-31,,67500000,0,67500000,67500000,,,Specific Investment Loan,,,Railways,,,,
15669,P009628,South Asia,Republic of India,Closed,,Bombay Port Project,,,,http://projects.worldbank.org/P009628/null?lang=en,1962-09-14T00:00:00Z,1967-12-31,,18000000,0,18000000,18000000,,,Specific Investment Loan,,,Ports/Waterways,,,,
15670,P009627,South Asia,Republic of India,Closed,,Kothagudem Power Project,,,,http://projects.worldbank.org/P009627/null?lang=en,1963-05-24T00:00:00Z,1968-12-31,,20000000,0,20000000,20000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15671,P009626,South Asia,Republic of India,Closed,,Koyna Power Project (02),,,,http://projects.worldbank.org/P009626/null?lang=en,1962-08-08T00:00:00Z,1970-09-30,,17500000,0,17500000,17500000,,,Specific Investment Loan,,,(Historic)Hydro,,,,
15672,P009625,South Asia,Republic of India,Closed,,Industrial Credit Project (05),,,,http://projects.worldbank.org/P009625/null?lang=en,1963-06-05T00:00:00Z,1978-04-30,,30000000,30000000,0,30000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15673,P009624,South Asia,Republic of India,Closed,,Telecommunication Project,,,,http://projects.worldbank.org/P009624/null?lang=en,1962-09-14T00:00:00Z,1967-04-30,,42000000,0,42000000,42000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15674,P009623,South Asia,Republic of India,Closed,,Purna Irrigation Project,,,,http://projects.worldbank.org/P009623/null?lang=en,1962-07-18T00:00:00Z,1968-09-30,,13000000,0,13000000,13000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15675,P009622,South Asia,Republic of India,Closed,,Railways Project (06),,,,http://projects.worldbank.org/P009622/null?lang=en,1961-10-13T00:00:00Z,1962-12-31,,50000000,50000000,0,50000000,,,Specific Investment Loan,,,Railways,,,,
15676,P009621,South Asia,Republic of India,Closed,,Port of Calcutta Project,,,,http://projects.worldbank.org/P009621/null?lang=en,1961-08-17T00:00:00Z,1968-07-31,,21000000,21000000,0,21000000,,,Specific Investment Loan,,,Ports/Waterways,,,,
15677,P009620,South Asia,Republic of India,Closed,,Durgapur Thermal Power Project,,,,http://projects.worldbank.org/P009620/null?lang=en,1962-02-14T00:00:00Z,1969-12-31,,18500000,0,18500000,18500000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15678,P009619,South Asia,Republic of India,Closed,,Coal Project,,,,http://projects.worldbank.org/P009619/null?lang=en,1961-12-22T00:00:00Z,1973-12-31,,19500000,19500000,0,19500000,,,Specific Investment Loan,,,(Historic)Other industry,,,,
15679,P009618,South Asia,Republic of India,Closed,,Private Coal Industry Project,,,,http://projects.worldbank.org/P009618/null?lang=en,1961-08-09T00:00:00Z,1966-12-31,,35000000,35000000,0,35000000,,,Specific Investment Loan,,,(Historic)Mining and other extractive,,,,
15680,P009617,South Asia,Republic of India,Closed,,Industrial Credit Project (04),,,,http://projects.worldbank.org/P009617/null?lang=en,1962-02-28T00:00:00Z,1967-12-31,,20000000,20000000,0,20000000,,,Financial Intermediary Loan,,,(Historic)Other finance,,,,
15681,P009616,South Asia,Republic of India,Closed,,Sone Irrigation Project,,,,http://projects.worldbank.org/P009616/null?lang=en,1962-06-29T00:00:00Z,1967-12-31,,15000000,0,15000000,15000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15682,P009615,South Asia,Republic of India,Closed,,Punjab Flood Protection and Drainage Project,,,,http://projects.worldbank.org/P009615/null?lang=en,1961-11-22T00:00:00Z,1966-09-30,,10000000,0,10000000,10000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15683,P009614,South Asia,Republic of India,Closed,,Salandi Irrigation Project,,,,http://projects.worldbank.org/P009614/null?lang=en,1961-11-22T00:00:00Z,1969-06-30,,8000000,0,8000000,8000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15684,P009613,South Asia,Republic of India,Closed,,Shetrunji Irrigation Project,,,,http://projects.worldbank.org/P009613/null?lang=en,1961-11-22T00:00:00Z,1965-12-31,,4500000,0,4500000,4500000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15685,P009612,South Asia,Republic of India,Closed,,Uttar Pradesh Tubewell Irrigation Project,,,,http://projects.worldbank.org/P009612/null?lang=en,1961-09-06T00:00:00Z,1964-09-30,,6000000,0,6000000,6000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15686,P009611,South Asia,Republic of India,Closed,,Railway Project (05),,,,http://projects.worldbank.org/P009611/null?lang=en,1960-07-29T00:00:00Z,1962-01-31,,70000000,70000000,0,70000000,,,Specific Investment Loan,,,Railways,,,,
